"Product Name"," Item SKU ","Variation ID"," Product Status ","Qty ","Variant","Product Image"
"Emerald Chiffon","10011020016148","14914817556772","warehouse","1","PineGreen","https://cdn.shopify.com/s/files/1/0852/8484/7908/products/VGI8sRsNerv8jAWpcajeuuIcQ5GlHOMOz9KEBffP_13c0e873-c41f-4dcb-830b-87d0a78bfff7.jpg?v=1706297625"
"No Thread Underscarf","10022323000200","14914817589540","warehouse","1","OffWhite","https://cdn.shopify.com/s/files/1/0852/8484/7908/products/WXMOQwrULFR2BQRsid2FsyAIorfHQ7z7dNBKJlHu_83493c94-df8d-4750-98fb-ca5894ca78b9.jpg?v=1714899757"
"No Thread Underscarf","10022323021700","14914817622308","warehouse","1","Black","https://cdn.shopify.com/s/files/1/0852/8484/7908/products/YIcoWTCLmZOiWSH1fwu5N9T4mka6p2NOXNDtCEey_74a9215c-625c-4bcf-8ad4-73ad9281b008.jpg?v=1714899365"
"Belly Blouse","16499767800200","14914817655076","warehouse","1","Free size","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/1_ac0d142d-80c6-4f61-b10c-645222eba3d0.jpg?v=1716987901"
"Criss Cross Blouse","57099454400200","14914832040228","warehouse","1","16 / Free size","https://cdn.shopify.com/s/files/1/0852/8484/7908/products/Vo8sc5azIR35UCe1WjNRqahsLGUTcSCiQ8Rz2bkT.jpg?v=1709406383"
"Portable Skirt","10088484142217","14914844819748","warehouse","1","Black / Free size","https://cdn.shopify.com/s/files/1/0852/8484/7908/products/5_107e2a63-29a7-423a-aa02-00fbda57a6c2.jpg?v=1709746348"
"Hola Jacket","74090961400100","14914844852516","warehouse","1","Free size","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/vdf.jpg?v=1717071709"
"Studs Shirt","74090363617100","14914844885284","warehouse","1","Olive / Free size","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/Untitled-1-Recovered.jpg?v=1717070076"
"Classy Linen Scarf","10011030979259","14914844918052","warehouse","1","AntiqueWhite","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/1_e065dfdf-aeec-4efe-8222-1e60169caa1e.jpg?v=1714211934"
"Hooded Oversized Shirt","10099393800204","14914888139044","warehouse","1","White","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/9_7c52b3ac-da9a-42f9-ac98-d287a388e22e.jpg?v=1712224228"
"F Lycra Scarf","10011030806001","14914907177252","warehouse","1","White","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/3_8e3ec66e-aedd-4f06-8adc-151f2af9627e.jpg?v=1712572966"
"Plain Cotton Lycra Scarf","10011030951001","14914907242788","warehouse","1","White","https://cdn.shopify.com/s/files/1/0852/8484/7908/products/od9T1lA10vh7Hlvn5piKJ70eTqR3WjCXG50UOBCf_6330b45e-0495-44fe-a9b1-eb2309cf6e16.jpg?v=1707320422"
