"Order Number ","Product Name"," Item SKU ","Qty ","Variant","Product Image"," Price"
"Lvs41771","Wide Leg Basic Pants","14590550421720","1","Black / S/M","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/6_f65b68fd-f1c9-4fe7-be2d-f71a1f0d6ad9.jpg?v=1734536527",""
"Lvs43565","Ready Wrap Chiffon Magnetic Scarf","10412005400495","1","Beige","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/3_91b85fbf-a5b5-4cbe-8bef-8ca45238bc8f.jpg?v=1734272259",""
"Lvs43565","Striped Skirt Extension","12455151500400","1","Beige","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/1_36953b58-c766-41e3-8af5-bb1d8ef93086.jpg?v=1733409372",""
"Lvs43566","Striped Skirt Extension","12455151500400","1","Beige","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/1_36953b58-c766-41e3-8af5-bb1d8ef93086.jpg?v=1733409372",""
"Lvs43566","Ready Wrap Chiffon Magnetic Scarf","10412005400495","1","Beige","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/3_91b85fbf-a5b5-4cbe-8bef-8ca45238bc8f.jpg?v=1734272259",""
"Lvs44452","Easy Closed Wrap Scarf","10413094422996","1","GreyishPink","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/4_1092a98b-315e-4d21-b332-c73c9b495a7c.jpg?v=1733663713",""
"Lvs44452","Easy Opened Wrap Scarf","10413098600297","1","Offwhite","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/2_758bbc0a-8b9d-40f4-bfdd-1953a2826fa5.jpg?v=1729682492",""
"Lvs44452","Easy Opened Wrap Scarf","10413098612597","1","Beige","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/5_317edb7e-0688-44f9-a3fb-42c1ca0e354f.jpg?v=1729682522",""
"Lvs44453","Vital Chiffon Scarf (Small Size)","10011020022119","1","Mauve","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/28_fa078a0f-3a87-4e2d-b7e6-7164b201bc1e.jpg?v=1732113547",""
"Lvs44453","Winter Comfy Shirt","16590440512100","1","Grey / Free Size","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/5_a9dcba62-b363-48a1-a252-1a89d341c0c9.jpg?v=1734431160",""
"Lvs44453","Vital Chiffon Scarf (Small Size)","10011020022116","1","Russett","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/26_fe87ef03-eac8-424f-8d37-4d34824a54fe.jpg?v=1732113537",""
"Lvs44453","Cozy Cotton Scarf","10011030950199","1","Steel Blue","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/41_7d91e68c-b5df-479c-b483-da2b417787d2.jpg?v=1728837272",""
"Lvs44453","Cozy Cotton Scarf","10011030950221","1","Chocolate","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/46_93218ff2-2951-41ec-9e47-489bff86e29d.jpg?v=1728837290",""
"Lvs44453","Cool Cut Cropped Jacket","57590964517900","1","Turqoise","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/4_bd1f2d87-5efd-4f28-9bba-f1963e91a449.jpg?v=1734461291",""
"Lvs44453","Matte Magnet Pin With Logo","60444142328900","1","5","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/5_85f8e567-d474-44ae-b403-1963b17d82ad.jpg?v=1716889781",""
"Lvs44453","Cozy Cotton Scarf","10011030950032","1","Blush","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/3_44a098c6-8a58-4e77-b21a-f35eae400fd8.jpg?v=1728837230",""
"Lvs44454","Easy Opened Wrap Scarf","10413098600297","1","Offwhite","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/2_758bbc0a-8b9d-40f4-bfdd-1953a2826fa5.jpg?v=1729682492",""
"Lvs44454","Easy Opened Wrap Scarf","10413098621797","1","Black","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/6_512f4e11-8873-4d4c-b1ad-93b594da942e.jpg?v=1729682525",""
"Lvs44455","Double Sided Tape","10488686240100","1","","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/1_fab517a3-2cf2-4a9e-85f3-8f62f5a50b4e.jpg?v=1711884182",""
"Lvs44455","No Thread Underscarf","10022323021700","1","Black","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/mainnotthe.jpg?v=1729007476",""
"Lvs44455","Easy Opened Wrap Scarf","10413098622997","1","Cafe","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/2_c4da3002-a6c2-40be-8b59-4e573bb78811.jpg?v=1733663393",""
"Lvs44455","Easy Opened Wrap Scarf","10413098600297","1","Offwhite","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/2_758bbc0a-8b9d-40f4-bfdd-1953a2826fa5.jpg?v=1729682492",""
"Lvs44455","Easy Opened Wrap Scarf","10413098621797","1","Black","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/6_512f4e11-8873-4d4c-b1ad-93b594da942e.jpg?v=1729682525",""
"Lvs44456","Balloon Cardigan","76590696108600","1","Mustard / Free Size","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/3_39912c87-7138-492b-a650-80ae97b92b53.jpg?v=1734433345",""
"Lvs44456","Short Basic Fit Pullover","10090165600200","1","Free Size / Creamy","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/15_11626c7e-7205-4b11-a3e1-371cfe4e8ca3.jpg?v=1727689631",""
"Lvs44456","Long Basic Pullover","76590190102800","1","Cashmere / Free Size","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/3_52257cc2-ba33-447c-bf84-78f49b563163.jpg?v=1734432229",""
"Lvs44457","Double Sided Tape","10488686240100","1","","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/1_fab517a3-2cf2-4a9e-85f3-8f62f5a50b4e.jpg?v=1711884182",""
"Lvs44457","Scarf Straightener","0889","1","","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/1_0d99293c-3c5c-46c4-b8db-d0e737e20f56.jpg?v=1721555801",""
"Lvs44457","Striped Kuwaiti Scarf","10413095321798","1","Black","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/6_56f07f4a-64ee-4116-9281-8c19a2056680.jpg?v=1734271217",""
"Lvs44458","Chic Stripes Chiffon Scarf","10412051653298","1","","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/87_4d40d220-9558-4fa6-8579-3239dd859c99.jpg?v=1734253657",""
