"Order Number ","Product Name"," Item SKU ","Qty ","Variant","Product Image"," Price"
"Lvs52764","Essential Shawl","60577011921700","1","Black","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/116.jpg?v=1738485584",""
"Lvs52765","Essential Hoodie","17590330112900","1","WashedBlack / Free Size","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/4_828f4820-a9de-4129-b7e3-20a86a9ee30d.jpg?v=1737468373",""
"Lvs52766","Everyday Elegance Shawl","60577171821700","1","Black","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/37_f3f319f4-aa05-478b-8996-f09a1b3873af.jpg?v=1737468134",""
"Lvs52766","Liberty Viscose Isdal","57466013660300","1","2 / Free size","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/12_54f73125-4d99-42e4-afe0-82acb9d0a37d.jpg?v=1737468997",""
"Lvs52767","No Thread Underscarf with Tie-Back","10422323125800","1","OatBeige","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/2_e988c056-dd0a-4ab8-b333-d8ad60763e73.jpg?v=1737468631",""
"Lvs52767","Ivory Petals Silk Scarf","10414051690898","1","","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/15_3cabe7b7-0244-43bb-b044-aa12096fb888.jpg?v=1737468363",""
"Lvs52768","Effortless Chic Pants","84590550623120","1","S/M / Brown","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/4_42c2d658-d0a4-4a06-baad-4bb41eabcf08.jpg?v=1739141239",""
"Lvs52769","No Thread Underscarf with Tie-Back","10022323103000","1","Rose","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/1_0726e8ad-9b51-4b6b-9492-d07f45e46f12.jpg?v=1737468631",""
"Lvs52769","Deluxe Chiffon Scarf","10411001017020","1","","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/23_2c84140d-0b6f-47b4-aa29-0c1a393e134b.jpg?v=1737468253",""
"Lvs52769","Matte Magnet Pin","60444142423200","1","9","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/9_74e5718e-ad62-4022-8bab-d2e9103c3b66.jpg?v=1737469896",""
