"Order Number ","Product Name"," Item SKU ","Qty ","Variant","Product Image"," Price"
"Lvs64969","Must Have Shirt","57499353120900","1","Blue / Free size","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/14_66d1a808-0255-4982-a9b0-9dacf40c689d.jpg?v=1737469183",""
"Lvs64969","Oversized Shirt","23599359300200","1","Offwhite / Free size","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/5_d1a3e278-122a-4e57-bfbb-e41ab7b921a5.jpg?v=1737469057",""
"Lvs64969","Plain Linen Shirt","57499368504800","1","Fushcia / Free size","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/8_abfa8143-0fe1-490d-9671-7facbdae701e.jpg?v=1737468922",""
"Lvs64969","Linen Pleats Blouse","16499767023100","1","Sepia / Free size","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/2_072a12e1-cc4e-43a8-ad70-990d091cf6b0.jpg?v=1737469194",""
"Lvs64970","Must Have Kimono","23499656404800","1","HotPink / Free size","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/10_b53b0af2-a650-4b17-a365-fcd9008b7a87.jpg?v=1737469198",""
"Lvs64971","Poplin Dress","57496261601200","1","Beige / Free size","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/3_328fa3df-82a9-48ca-aa91-eaca184a5755.jpg?v=1737469008",""
"Lvs64972","Hijab Satin Scrunchie","12522020121700","1","Free size / Black","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/7_28193c81-e8ee-439a-9102-d2a9c1959f44.jpg?v=1737469853",""
"Lvs64972","Pin Box Black","80044340300002","1","","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/75l6BrUDcPzIxHQR12zFPMdpcBXworTvWbjxp92c.jpg?v=1737469456",""
"Lvs64972","Pin Box White","80044340300001","1","","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/XLPG5ro6aXOUWRj6bv5GNHkBhRC8CkxOCihNk3TM.jpg?v=1737469454",""
"Lvs64972","Vital Chiffon Scarf (Small Size)","10512002200198","1","White","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/1_32c0395f-8a5d-44bb-9d61-3972afe702f6.jpg?v=1739187678",""
"Lvs64972","Girly Chiffon Square Scarf","10011120030001","1","White","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/1_f2172295-4d11-41b1-8792-5ef2f99dc8a4.jpg?v=1737468799",""
"Lvs64972","Girly Chiffon Square Scarf","10512003021799","1","Black","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/4_e297446a-3cd7-4701-bde8-2c067e3fda49.jpg?v=1737468800",""
"Lvs64972","Body Sleeveless Normal Neck","10433434521730","1","Medium / Black","https://cdn.shopify.com/s/files/1/0852/8484/7908/products/Nx8xoCSzXVVHRymKZr0KyBrsqgaqXiQv1clfty0z_248b5035-68b5-4f59-9d24-437375d5f2a1.jpg?v=1737469849",""
"Lvs64972","Healthy Hair Underscarf","10022323800100","1","White","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/3_62d27292-be1e-4849-b55e-45c5c12495a6.jpg?v=1740487861",""
"Lvs64972","Healthy Hair Underscarf","10422323821700","1","Black","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/1_bb4be3f5-8e64-4649-9ca6-d7f3cfc44bf7.jpg?v=1740487861",""
"Lvs64973","Effortless Chic Pants","84590550617020","1","Olive / S/M","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/2_b294d5d6-51a4-4751-b842-934f60fa1e95.jpg?v=1743956211",""
"Lvs64974","Vital Chiffon Scarf (Small Size)","10512002211498","1","SepiaBrown","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/24_9ea93ea6-90cb-47f7-9e3a-f6317d91fb41.jpg?v=1742894270",""
"Lvs64974","Vital Chiffon Scarf (Small Size)","10512002221798","1","Black","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/32_0334ed02-a7b4-4fce-b29a-cbeb4f95daab.jpg?v=1739187677",""
"Lvs64974","Vital Chiffon Scarf (Small Size)","10512002213298","1","RockyGrey","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/28_482696b0-cee9-47c3-a7d3-95c416bb37da.jpg?v=1742894270",""
"Lvs64974","Vital Chiffon Scarf (Small Size)","10512002200198","1","White","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/1_32c0395f-8a5d-44bb-9d61-3972afe702f6.jpg?v=1739187678",""
"Lvs64974","Girly Chiffon Square Scarf","10011120030014","1","BurntSugar","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/7_35e25271-aacf-4c65-9e24-414a015f4b84.jpg?v=1737468800",""
"Lvs64974","Girly Chiffon Square Scarf","10512003021799","1","Black","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/4_e297446a-3cd7-4701-bde8-2c067e3fda49.jpg?v=1737468800",""
"Lvs64974","Girly Chiffon Square Scarf","10011120030002","1","Offwhite","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/2_871dbe92-ac20-410a-835c-46ae609eca72.jpg?v=1737468799",""
"Lvs64975","Matte Magnet Pin","60444142414300","1","1","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/1_38605b4d-bf32-4454-834d-4ec80c9ef15e.jpg?v=1737469895",""
"Lvs64975","Cotton Undershirt Round Neck","10433434300140","1","Large / White","https://cdn.shopify.com/s/files/1/0852/8484/7908/products/ybYllAMqKIxxV44KhyKuzxIQesAXwVUeZrolBh3L_9faff4dd-167b-4a5b-8fe8-9e4e4f115d4c.jpg?v=1737469839",""
"Lvs64975","Full Neck Underscarf","10422424300200","1","Offwhite","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/2_defa8927-f7cf-43c6-9f25-9491332d680d.jpg?v=1737468637",""
"Lvs64976","Cozy Cotton Scarf","10413095003298","1","Blush","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/3_8e260d41-20c2-4be8-ac08-f252dabbc0d7.jpg?v=1737468812",""
"Lvs64976","Light Gradient Cotton Scarf","60011010212115","1","42","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/42_765de36c-443a-4627-86b1-cb034bdf96c9.jpg?v=1737468836",""
"Lvs64976","Gradient Cotton Scarf","60011010313120","1","10","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/12_0bf9aea1-6a0e-41bc-9703-8bdb2042a5aa.jpg?v=1737469701",""
"Lvs64976","Cozy Cotton Scarf","10413095016898","1","Olive","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/37_9c4a6836-f99f-48ee-979a-bcc9c255e1b3.jpg?v=1737468809",""
"Lvs64976","Gradient Cotton Scarf","60011010313103","1","19","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/7_a56457e1-92bf-40cf-a388-22e60df6378a.jpg?v=1737469701",""
