"Product Name"," Item SKU ","Variation ID"," Product Status ","Qty ","Variant","Product Image"
"Aura Dress","","14962886050084","warehouse","1","Blue / Free Size","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/3_5c332938-9cdb-4909-b42b-a530429154f6.jpg?v=1719212020"
"No Thread Underscarf With Tie-Back","10022323121700","14965258486052","warehouse","2","Black","https://cdn.shopify.com/s/files/1/0852/8484/7908/products/quSFbTrepLAdYVa23sN3VQGwms40PQ6gWEmLQNxn_4637d56c-aff0-4a2d-900a-bd4fab296f28.jpg?v=1706295767"
"Pure Cotton Kuwaiti Cap","10022322700200","14965258649892","warehouse","1","Offwhite","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/2_2bd0c856-9edd-4273-bcd4-b1284cc97dd5.jpg?v=1713709476"
"Pure Cotton Kuwaiti Cap","10022322721700","14965258682660","warehouse","1","Black","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/Untitled-1-Recovered_c912b436-24a8-4433-ad1c-63e5f743641f.jpg?v=1717596709"
"Syrian Underscarf Close-End","10022121100200","14965258715428","warehouse","1","OffWhite","https://cdn.shopify.com/s/files/1/0852/8484/7908/products/DzdWiBf4eZc7o2Hnj1rHsxXBrDpX3MZC2S5WqvXl_feaba38a-f2c8-4628-be30-06aeb8ee0adb.jpg?v=1707563719"
"Syrian Underscarf Close-End","10022121121700","14965258748196","warehouse","1","Black","https://cdn.shopify.com/s/files/1/0852/8484/7908/products/Kt5wJA6QR17MK8Dsh2jLeMIOk81IJLMJU9BxV97v_bcccba85-fb54-423e-911d-a2f96621d328.jpg?v=1707563719"
"No Thread Underscarf","10022323023200","14965258813732","warehouse","1","Creamy","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/2_3c05cef9-3d3f-46f9-a82f-785bb68160f7.jpg?v=1715683867"
"No Thread Underscarf","10022323021400","14965258846500","warehouse","1","Navy","https://cdn.shopify.com/s/files/1/0852/8484/7908/products/W76I3AOsdVVvcoISMJRqohBxor4j1PGO47BRLom7_c8b6142d-008e-4cf9-90bd-3e36906ffe54.jpg?v=1719499398"
"No Thread Underscarf","10022323000300","14965258879268","warehouse","1","Bisque","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/resize_4232d45d-1f67-4203-9360-c470e9a91189.jpg?v=1719499182"
"No Thread Underscarf","10022323000500","14965258912036","warehouse","1","Beige","https://cdn.shopify.com/s/files/1/0852/8484/7908/products/GjQtVVYSef74uf9kfbi5lHxAJSGZWytYPFSRbO6M_4b02ba1f-0a82-4535-bd00-ba92b0941521.jpg?v=1719499398"
"No Thread Underscarf","10022323000200","14965258977572","warehouse","1","OffWhite","https://cdn.shopify.com/s/files/1/0852/8484/7908/products/WXMOQwrULFR2BQRsid2FsyAIorfHQ7z7dNBKJlHu_83493c94-df8d-4750-98fb-ca5894ca78b9.jpg?v=1719499398"
"No Thread Underscarf","10022323021700","14965259010340","warehouse","5","Black","https://cdn.shopify.com/s/files/1/0852/8484/7908/products/YIcoWTCLmZOiWSH1fwu5N9T4mka6p2NOXNDtCEey_74a9215c-625c-4bcf-8ad4-73ad9281b008.jpg?v=1714899365"
"Cotton Kuwaiti Underscarf without Tie-Back","10022323700500","14965259043108","warehouse","1","Beige","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/resize_0a80c03d-0112-443f-8ed1-e9b2bffbfa9a.jpg?v=1715697425"
"Cotton Kuwaiti Underscarf without Tie-Back","10022323722900","14965259108644","warehouse","1","GreyPink","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/2_08b6f74d-ceff-408f-9868-d968dbfbfef5.jpg?v=1713083057"
"Embroidered Kimono","47499666100200","14965272641828","warehouse","1","Free size","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/1_10355d7a-c435-4fdd-8e2d-34032b371360.jpg?v=1712348187"
"Printed Satin Shirt","23499363460400","14965272772900","warehouse","1","4 / Free size","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/23499363460400.jpg?v=1719684047"
"Printed Satin Shirt","23499363460100","14965272805668","warehouse","1","1 / Free size","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/23499363460100.jpg?v=1719684053"
"Printed Satin Shirt","23499363460500","14965272838436","warehouse","1","5 / Free size","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/23499363460500.jpg?v=1719684053"
"Printed Satin Pants","23499595860540","14965272903972","warehouse","1","11 / L/XL","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/23499595860520.jpg?v=1719683342"
"Pure Cotton Kuwaiti Cap","10022322721700","14965349613860","warehouse","2","Black","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/Untitled-1-Recovered_c912b436-24a8-4433-ad1c-63e5f743641f.jpg?v=1717596709"
"Printed Satin Shirt","23499363460600","14965575057700","warehouse","1","6 / Free size","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/23499363460600.jpg?v=1719684054"
"Printed Satin Shirt","23499363460100","14965575090468","warehouse","1","1 / Free size","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/23499363460100.jpg?v=1719684053"
"Yura Basic Dress","57499262101200","14966596796708","warehouse","1","Beige / Free size","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/3_a6c61c02-f9bc-4ac9-9cf8-93b556b8089b.jpg?v=1717081355"
"Aura Dress","16499262316000","14966596829476","warehouse","1","Olive / Free Size","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/12_fa41ff52-7c6a-452e-baa2-f79a7d72328d.jpg?v=1719212023"
"Printed Satin Pants","23499595860140","14966819881252","warehouse","1","7 / L/XL","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/23499595860120.jpg?v=1719683339"
"Cubed Lycra Scarf","10011030809126","14966937092388","warehouse","1","LightBeige","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/1_259357ba-66f0-4fa4-add4-22b6dc745182.jpg?v=1715851730"
"Must Have Shirt","57499353100200","14966937190692","warehouse","1","White / Free size","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/3_fad5f9a9-2c92-4a1f-94cd-1a3137eaf559.jpg?v=1715515359"
"Plain Cozzy Squared Scarf","10011130952164","14966946496804","warehouse","1","49","https://cdn.shopify.com/s/files/1/0852/8484/7908/products/WYXsfzoAZYwh8MHvs0t0YSpamHaUxVkyKlbFE8sp_773ebaef-0790-4cf0-a401-b6e53ef6a5fc.jpg?v=1706296911"
"Plain Cozzy Squared Scarf","10011130952007","14966946562340","warehouse","1","13","https://cdn.shopify.com/s/files/1/0852/8484/7908/products/ZNJNg4VwzC8Ci9Xozip3oUWE4an7EPBYSBsD3ro6_6b65bf14-c254-45ea-8ac3-7e683dbccd03.jpg?v=1706296910"
"Plain Cozzy Squared Scarf","10011130952067","14966946595108","warehouse","1","14","https://cdn.shopify.com/s/files/1/0852/8484/7908/products/vULjqUrAcwHsIZqB4VpYSGJsQJoOSlYi81j73mEc_3f3449ed-0303-41c8-b43b-81bba1dd6d98.jpg?v=1706296910"
"Printed Silk Rectangular Scarf","1001104103118","14966951706916","warehouse","1","20","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/20_6ece0f1c-eb92-4615-9322-a1efc28c3091.jpg?v=1711881016"
