"Product Name"," Item SKU ","Variation ID"," Product Status ","Qty ","Variant","Product Image"
"Printed Satin Pants","14499565702720","15028336853284","warehouse","1","1 / S/M","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/1_82cfd012-b77f-46bf-8790-7bc3f5bc3648.jpg?v=1719412192"
"Classic Chiffon Scarf","10411001013391","15031713595684","warehouse","1","","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/10_53059131-dfd9-4959-9c82-6bdfb9ef7513.jpg?v=1720605733"
"Brilliant Chiffon Scarf","10011001015082","15031713628452","warehouse","1","1","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/20_2ff3332c-af6d-46fe-8e43-6a10c1bdf9eb.jpg?v=1717417143"
"Easy Go Shirt","10099494303800","15031713661220","warehouse","1","Orange / Free size","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/5_f000d5af-5f7f-442d-9dd9-b38be83edfdd.jpg?v=1715289612"
"Puffy Poplin Chemise","57499760120900","15031713759524","warehouse","1","Blue / Free size","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/8_538a3c34-609a-445b-845a-75b42a5edf1b.jpg?v=1720084605"
"Printed Satin Pants","14499565762240","15031713792292","warehouse","1","2 / L/XL","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/2_54f55a3f-b30d-40a1-8bc7-86b3b0ad0f7d.jpg?v=1719412195"
"Linen Pleats Blouse","16499767018800","15031713825060","warehouse","1","Lavender / Free size","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/1_9f1d8909-174d-4445-aece-62aa916a1419.jpg?v=1715278491"
"Letters Printed Modest Burkini","17499160862640","15031713890596","warehouse","1","L/XL","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/7_9327674f-796a-40cb-b25e-6a28fc809c02.jpg?v=1718290821"
"Healthy Hair Underscarf","10022323821700","15031849386276","warehouse","1","Black","https://cdn.shopify.com/s/files/1/0852/8484/7908/products/Fx1OTQ3Shrx3uzKVr4kq51Y4E1jlNaMdmIrWYiab_f0f23eb5-31bd-481a-a8f2-8a5638a501c4.jpg?v=1706791911"
"Healthy Hair Underscarf","10022323821400","15031849419044","warehouse","1","Navy","https://cdn.shopify.com/s/files/1/0852/8484/7908/products/wbvikTviyXBcqdCCbSE2c9jyv8onIGyQq00YHD6K_2f69b464-fdfb-4973-8313-c69295cc48f8.jpg?v=1706791911"
"Butterfly Shirt","15499767204800","15035131724068","warehouse","1","HotPink / Free size","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/6_00cb315c-e126-4576-b0a2-ac3360532d69.jpg?v=1716985882"
"Plain Pure Scarf (Small Size)","10011020022153","15035811430692","warehouse","1","DarkGreen","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/7_6b9a176d-c35e-4932-94f0-51c5c71c9763.jpg?v=1719400769"
"Plain Pure Scarf (Small Size)","10011020022132","15035811463460","warehouse","1","DarkGray","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/6_4ffca76a-4891-4daa-8080-7e2a1607c654.jpg?v=1719400653"
"Linen Chemise","47499363200200","15036210643236","warehouse","1","Free size","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/1_92569c1e-e237-43d0-990e-eb58ae646c28.jpg?v=1712351272"
"Cotton Undershirt Round Neck","10033434321730","15036606218532","warehouse","4","Medium / Black","https://cdn.shopify.com/s/files/1/0852/8484/7908/products/l3HucsEWtlFdjBt9iTtyyONTRkpqFH8daNG62QwS_85a90657-822c-47b7-ad58-c596d10cccc7.jpg?v=1706294244"
"Uniqueness Turkish Clips","0002-01-9","15036606251300","warehouse","1","3","https://cdn.shopify.com/s/files/1/0852/8484/7908/products/iGk2E9fVhrXX2UDOnEC5FUgy7DC03RY8QVLZEUjh_60cb5a53-bb25-4d34-a527-940284be04d5.jpg?v=1706293699"
"Silver Turkish Clips","0002-01-37","15036606284068","warehouse","1","2","https://cdn.shopify.com/s/files/1/0852/8484/7908/products/Ag0zOz0gSOCpNquFhYZH5CByD81382uARP71wvrr_39dddb7f-c866-46d1-b8ec-85eed4956257.jpg?v=1706293732"
"Body Sleeveless Normal Neck","10033434500240","15036606316836","warehouse","1","Large / OffWhite","https://cdn.shopify.com/s/files/1/0852/8484/7908/products/CBphJe0HzbsvJ0QD0daSl19vqHruhndeOmU6iGrv_d27847f7-1157-4eda-9ac6-bb6942185a5f.jpg?v=1706294189"
"Body Sleeveless Normal Neck","10033434500140","15036606349604","warehouse","1","Large / White","https://cdn.shopify.com/s/files/1/0852/8484/7908/products/Dhlo7VKNCLiSmhvK663RNU7SqFd7Cpe0XFGBUrMK_4f6bfc10-7e32-4cfc-b175-f2bcf6eb31a5.jpg?v=1706294189"
"Cotton Undershirt Short Neck","10033434200240","15036606382372","warehouse","1","Large / OffWhite","https://cdn.shopify.com/s/files/1/0852/8484/7908/products/IFa9eI10A2lpjOXuVeFsXM6okWqhVrtN7vmlFdhr_fd21e4f5-c800-473b-996e-7a45a024266d.jpg?v=1706294176"
"Cotton Undershirt Short Neck","10033434200140","15036606415140","warehouse","1","Large / White","https://cdn.shopify.com/s/files/1/0852/8484/7908/products/Cb0znVWiWhr7BBxKmFVoNDhjwdj6HLGuzx13lQfN_534fc8b8-f452-4fa2-80b7-a13f104f3d6b.jpg?v=1706294176"
"Plain Cotton Lycra Scarf","10011030951217","15036606513444","warehouse","2","Black","https://cdn.shopify.com/s/files/1/0852/8484/7908/products/jHKC0vD1t6XIO0Gwwe8pdkQIVqIbL3bYDgdwbJtM_e25c4d98-f08b-4713-ac08-bef99bc14267.jpg?v=1707320426"
"Plain Cotton Lycra Scarf","10011030951001","15036606546212","warehouse","1","White","https://cdn.shopify.com/s/files/1/0852/8484/7908/products/od9T1lA10vh7Hlvn5piKJ70eTqR3WjCXG50UOBCf_6330b45e-0495-44fe-a9b1-eb2309cf6e16.jpg?v=1707320422"
"Modal Cotton Scarf","10011030957125","15036728836388","warehouse","1","Grey","https://cdn.shopify.com/s/files/1/0852/8484/7908/products/pOofaDWSUHMylW0xoOViZzG6F4QwohXqReX1fwlA_aecd8ca8-f3b5-4d23-891f-ef7f4e2379d7.jpg?v=1706297480"
"No Thread Underscarf","10022323001400","15036728869156","warehouse","1","BuffBeige","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/U8prXxKwbKBZVx9pJSvn8EWxoihadkMcjNuWnsDo_1c77e8d0-bff1-4165-8f3f-17193da5575f.jpg?v=1719499273"
"No Thread Underscarf","10022323012700","15036728901924","warehouse","1","ElephantGray","https://cdn.shopify.com/s/files/1/0852/8484/7908/products/d6Z2NkLkSmFQT0cP6MzyJfyLfPobi0Gp0aT26plZ_7f36207f-2ec7-4442-b0c4-bf3df0724047.jpg?v=1719499398"
"No Thread Underscarf","10022323008200","15036728934692","warehouse","1","DarkRed","https://cdn.shopify.com/s/files/1/0852/8484/7908/products/T0JKGQcfCEbNqHssmHK8Oy9OFvyI92Wu5F2nRxdY_ae55f7f8-ef0d-46c3-ac32-5a23afb3be8d.jpg?v=1719499398"
"Black Waist Cover Up","57499160621700","15074807447844","warehouse","1","Free size","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/2_011e0c35-7461-49b5-baef-d2f510709e4c.jpg?v=1719503134"
"Fairy Tale Scarf","10011010141217","15074822127908","warehouse","1","Black","https://cdn.shopify.com/s/files/1/0852/8484/7908/products/pH3Y982el7h6cCMbdfgysy9bnibzyKORcEjDUMNv_41d5a14b-8d41-47dd-9e6d-753cb32c5f9a.jpg?v=1706297442"
"Easy Go Shirt","10099494315700","15074833727780","warehouse","1","LightBeige / Free size","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/6_fe068701-0cea-4db2-83af-06e4d6ecc0f3.jpg?v=1715289609"
"Butterfly Shirt","15499767200400","15075729244452","warehouse","1","Beige / Free size","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/5_15476ecd-b599-4dc4-9e40-95c5e1a71536.jpg?v=1716985873"
"Elegance Silk Scarf","10011041031065","15076032217380","warehouse","1","2","https://cdn.shopify.com/s/files/1/0852/8484/7908/products/sj0dtEpQwDgnofh1w8zecaPGFRlX1Zu63W29TO5T_2aeb34d9-becf-4868-934a-30dd1ea6b2e3.jpg?v=1706297010"
"Easy Go Shirt","10099494313300","15076068000036","warehouse","1","Olive / Free size","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/8_f576f617-ae05-44bc-83e5-3fe77a4d7951.jpg?v=1715289610"
"Butterfly Shirt","15499767200200","15077337334052","warehouse","1","Offwhite / Free size","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/3_39f092a1-bf64-4ddd-b3c4-e9d1eeff12c4.jpg?v=1716985884"
"Variegated Chiffon Scarf","10011001012535","15077450809636","warehouse","1","1","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/76_46824745-8cd3-4830-99b5-900b29d76280.jpg?v=1720537511"
"Simple Basic Blouse","16499767700200","15077881184548","warehouse","1","Free size","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/1_95c3cb48-874a-405a-9886-0c41f54f41e9.jpg?v=1717020051"
"Basic Modest Burkini","17499169421720","15077926764836","warehouse","1","S/M","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/6_05aac49f-9685-4b77-915f-216ac1a1df55.jpg?v=1718100523"
"Must-Have Cotton Scarf","10011013584002","15078341509412","warehouse","1","Offwhite","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/8_588b6105-8cb3-4934-8796-05838c368f60.jpg?v=1714064570"
"Ruffles Shirt","57499767104500","15078490046756","warehouse","1","HotPink / Free size","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/4_30090cdc-de58-40c2-9319-908448ade303.jpg?v=1715155394"
"Crinkle Satin Chiffon Scarf","10011020038231","15078673678628","warehouse","1","BoneBeige","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/2_fb6ddf29-4b29-49dc-990c-9ed1a608ff2e.jpg?v=1715504136"
"Linen Pleats Blouse","16499767018800","15078844924196","warehouse","1","Lavender / Free size","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/1_9f1d8909-174d-4445-aece-62aa916a1419.jpg?v=1715278491"
"Everyday Linen Pants","14499555425820","15079455555876","warehouse","1","Beige / S/M","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/1_eb9d510f-cb32-485c-8273-d6be12daeb8b.jpg?v=1717074376"
"Must-Have Cotton Scarf","10011013584071","15080000913700","warehouse","1","Marron","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/1_ada6b450-ae2a-432d-bf03-20994199d331.jpg?v=1715685345"
"Chemise Sleeves Basic Undershirt","10033030000150","15080170029348","warehouse","1","XLarge / White","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/5_9d9112fd-76c5-41c8-ae8a-730701077171.jpg?v=1716821095"
"No Thread Underscarf","10022323000200","15080964751652","warehouse","2","OffWhite","https://cdn.shopify.com/s/files/1/0852/8484/7908/products/WXMOQwrULFR2BQRsid2FsyAIorfHQ7z7dNBKJlHu_83493c94-df8d-4750-98fb-ca5894ca78b9.jpg?v=1719499398"
"No Thread Underscarf","10022323012200","15080964784420","warehouse","2","AntiqueWhite","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/1_6c387578-698e-4287-b3f2-f906bfa8261d.jpg?v=1712654486"
"Classy Linen Scarf","10011030979217","15080964882724","warehouse","1","Black","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/12_8f9ec2b0-ef68-4442-8f96-331a247c0ac6.jpg?v=1714211926"
"Combo Modest Burkini","17499169862420","15081093398820","warehouse","1","S/M","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/3_0f8094a3-2572-44f7-b614-92d4724fa199.jpg?v=1717597367"
