"Product Name"," Item SKU ","Variation ID"," Product Status ","Qty ","Variant","Product Image"
"Printed Satin Set","2","14995929825572","warehouse","1","2 / S/M","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/2_112888c1-4483-47cc-9d59-d68de35f87cc.jpg?v=1720439402"
"Cotton Kuwaiti Underscarf without Tie-Back","10022323701200","14996186824996","warehouse","1","Bisque","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/PSJSOVp0B5yfQv3byr87xIp59Lxzvh0eVG1lpA4n.jpg?v=1713082312"
"Cotton Kuwaiti Underscarf without Tie-Back","10022323722900","14996186923300","warehouse","1","GreyPink","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/2_08b6f74d-ceff-408f-9868-d968dbfbfef5.jpg?v=1713083057"
"Dress Extension","10055350600200","15027928957220","warehouse","1","Free size / OffWhite","https://cdn.shopify.com/s/files/1/0852/8484/7908/products/MKwRjVGYbm4x1dQssvnX5WPZYeGvMDw6JrbmUp4A_038596a5-5b93-4b33-bcbe-01bceb4a9a0b.webp?v=1706293552"
"Printed Satin Pants","14499565702720","15028336853284","warehouse","1","1 / S/M","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/1_82cfd012-b77f-46bf-8790-7bc3f5bc3648.jpg?v=1719412192"
"Comfy Shirt","16499453600400","15031350133028","warehouse","1","BoneBeige / Free Size","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/2_5ad553da-6ecc-4c87-9871-4a7870c9bb2d.jpg?v=1712332845"
"Comfy Shirt","10099353621700","15031350165796","warehouse","1","Black / Free Size","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/10_43ba7004-4e1e-452c-9169-6471f59770f4.jpg?v=1712332859"
"Ruffles Shirt","57499767104500","15031444242724","warehouse","1","HotPink / Free size","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/4_30090cdc-de58-40c2-9319-908448ade303.jpg?v=1715155394"
"Easy Go Shirt","10099494315700","15031476814116","warehouse","1","LightBeige / Free size","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/6_fe068701-0cea-4db2-83af-06e4d6ecc0f3.jpg?v=1715289609"
"Petal Chiffon Scarf","10011001015235","15031618011428","warehouse","1","","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/6_e6fdcc13-96df-456c-98c0-f481c93517d5.jpg?v=1717406375"
"Classic Chiffon Scarf","10411001013391","15031713595684","warehouse","1","","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/10_53059131-dfd9-4959-9c82-6bdfb9ef7513.jpg?v=1720605733"
