"Product Name"," Item SKU ","Variation ID"," Product Status ","Qty ","Variant","Product Image"
"Opulent Linen Scarf","10011030978297","14911063884068","warehouse","1","Bisque","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/13_0b66d7ca-7225-4ff1-ab37-bf83d3fbf1bc.jpg?v=1711889049"
"Bubbly Cover Up","10099090041217","14911069880612","warehouse","1","4 / Free size","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/4_3d703663-b329-43af-9b85-187fca671ae0.jpg?v=1711880867"
"Summer Bloom Scarf","10011001015304","14911071519012","warehouse","1","","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/9_992f1c1f-04c9-4cec-8d66-53ca929e82e1.jpg?v=1717407262"
"Plain Viscose Isdal","57066060161113","14911071551780","warehouse","1","Beige / Free size","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/4_8492bf4f-52a8-45f2-8c9a-5c0c02dadb39.jpg?v=1711881150"
"Plain Viscose Isdal","57066060161083","14911071584548","warehouse","1","Maroon / Free size","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/KdqgqteRH8njl1hAUoBhoj4FepgUiu8pIlzfH9lI_d21f4fc1-e1d2-4966-9c08-13a1e04a7461.jpg?v=1711881150"
"Chiffon Wavy Scarf","10011020015002","14911071617316","warehouse","1","OffWhite / 200 X 70 Cm","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/qYzYRzRlZ9IcS0bmJwCSWgR0LWrmcqQ87PzRcPPv.jpg?v=1709462226"
"Classy Linen Scarf","10011030979002","14911108317476","warehouse","1","Offwhite","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/4_6a38cd34-4aab-445e-9d7e-5f010374fb9d.jpg?v=1714211914"
"Ruffles Shirt","57499767116200","14911108383012","warehouse","1","LimeGreen / Free size","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/5_d0712461-79f2-4aa8-8b94-63132b3efe94.jpg?v=1715155394"
"Must Have Kimono","57499656403000","14911128469796","warehouse","1","Cashmere / Free size","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/7_d0f40eae-d738-49ab-815f-16b50fc02260.jpg?v=1715194378"
"Midnight Bloom Scarf","10011001015245","14911144853796","warehouse","1","1","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/22_6cd0f88b-5068-417a-8b17-7f7a1924fbd1.jpg?v=1717418125"
"Plain Pure Scarf (Small Size)","10011020022031","14911144886564","warehouse","1","200 X 50 Cm / GreyishPink / Chiffon","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/10011020022031.jpg?v=1716467035"
"Shine Turkish Clips","0002-01-63","14911144952100","warehouse","1","LightGrey","https://cdn.shopify.com/s/files/1/0852/8484/7908/products/iq4MJ9tXQ0SOe0r0MUDeahwqmWOI5uHBS5U4nKrU_bf5ac3fa-a447-4561-837b-379651f85758.jpg?v=1706293771"
"Leopard Lycra Scarf","10011030803217","14911183749412","warehouse","1","Black","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/1_80a7903b-5475-468c-a2b3-5c3a08cbcec9.jpg?v=1716901361"
"Dots Lycra Scarf","10011030805127","14911183782180","warehouse","1","One Size / Lilac / Lycra","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/7SDoZ9JOERMknWwbBew3Jn7Y6RD5epRZ3azlaSWz.jpg?v=1711223416"
"Dots Lycra Scarf","10011030805125","14911183814948","warehouse","1","One Size / BoneBeige / Lycra","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/BPYyAJgeZzHN2x1kiZdvPEVnUumLIJ0D69krkKeE.jpg?v=1711223416"
"Dots Lycra Scarf","10011030805012","14911183847716","warehouse","1","One Size / LightCafe / Lycra","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/JnD5M2kNWb3FJNt1PUDUj9USIL7adGtq5u8lTWib.jpg?v=1711223416"
