"Order Number ","Product Name"," Item SKU ","Qty ","Variant","Product Image"," Price"
"Lvs39003","Chill Day Shirt","57590440960100","1","Black / Free Size","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/1_b4d7bc93-dba0-4487-a523-402784a25e6b.jpg?v=1732185226",""
"Lvs39003","Vital Chiffon Scarf (Small Size)","10011020022130","1","Dolphin","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/mm_d32e35f6-86a4-4df7-9aaf-a253495a7069.jpg?v=1732113530",""
"Lvs39003","Vital Chiffon Scarf (Small Size)","10011020022119","1","Mauve","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/28_fa078a0f-3a87-4e2d-b7e6-7164b201bc1e.jpg?v=1732113547",""
"Lvs39003","Vital Chiffon Scarf (Small Size)","10011020022218","1","AshBrown","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/43_e2d01b8b-6ca4-4704-b8d2-1c736e37f590.jpg?v=1732113546",""
"Lvs39003","Vital Chiffon Scarf (Small Size)","10011020022172","1","Olive","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/35_91c8289d-1710-4d5e-b1d8-80ccd1b4bc5a.jpg?v=1732113551",""
"Lvs39003","Vital Chiffon Scarf (Small Size)","10011020022217","2","Black","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/mm_d32e35f6-86a4-4df7-9aaf-a253495a7069.jpg?v=1732113530",""
"Lvs39478","Buttoned Wool Jacket","57090960121740","1","L/XL / Black","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/2_3ace4aa9-7df5-40e0-bd3a-7170a121f569.jpg?v=1727694227",""
"Lvs39478","Buttoned Wool Jacket","57090960112240","1","L/XL / DarkGray","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/4_3c6a6207-abd9-4522-a322-2233189f439f.jpg?v=1727694230",""
"Lvs39478","Sparkle Satin Chiffon Scarf","10412004221998","1","ChocolateBrown","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/10412004221998.jpg?v=1726479178",""
"Lvs39478","Luxury Satin Chiffon Scarf","10412004323198","1","Almond","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/11_53584571-2d9d-4080-b7e9-c6ca2c93f05e.jpg?v=1726911018",""
"Lvs40307","Embroidered Linen Scarf","10413099102998","1","Salmon","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/6_d8c61701-fe7c-4a38-9adf-d1cfbf28be01.jpg?v=1726489718",""
"Lvs40307","Self Confidence Hoodie","43590343170600","1","","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/11_6a3307cb-d705-4b31-893e-61a27a4ef2c1.jpg?v=1731713892",""
"Lvs40307","Washed Linen Satin Scarf","10413090112298","1","2","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/3_4d81e922-75d0-43c3-9750-33295af0cab8.jpg?v=1728812460",""
"Lvs40307","Be You Hoodie","43590343170100","1","","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/1_46d7c11a-f46b-4f98-9a37-d23dfa3c8f5d.jpg?v=1731709510",""
"Lvs40311","Hijab Satin Scrunchie","12422020121700","1","Free size / Black","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/7_28193c81-e8ee-439a-9102-d2a9c1959f44.jpg?v=1719239902",""
"Lvs40311","Easy Closed Wrap Scarf","10413094411496","1","TaupeBrown","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/3_d8ab6407-5c98-4fa0-80ae-94f1203272a6.jpg?v=1729518165",""
"Lvs40311","Comfort Kuwaiti Lycra Scarf","10413083221798","1","Black","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/2_ab49e38e-4e9b-4dfc-9a22-0a8538c7f0cd.jpg?v=1732527649",""
"Lvs40311","Must-Have Cotton Scarf","10413085311298","1","DarkGrey","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/2_2ccc7b1d-9f38-44da-85f5-8a1c81d3fb57.jpg?v=1728744690",""
"Lvs40311","Cotton Kuwaiti Underscarf","10022323721700","1","Black","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/15_75efc3f6-bc8f-4e56-b0a0-3de93ebe0e4d.jpg?v=1728337346",""
"Lvs40311","Soft Lycra Scarf","10411030807010","1","SandBeige","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/3_6a8df424-3fa6-46ef-85e3-e22b22777941.jpg?v=1712585163",""
"Lvs40319","Basic Leather Jacket","57090961215040","1","Free Size / Green","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/6_89587310-c9cb-4bdc-9bab-7320e98396a3.jpg?v=1727698124",""
"Lvs40319","Winter Comfy Shirt","16590440500200","1","Offwhite / Free Size","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/1_94fdf4e4-39be-44be-828d-15a7b9549682.jpg?v=1731607875",""
"Lvs40319","Lineup Wool Shirt","66590144600100","1","1 / Free Size","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/1_41f04023-56e3-4916-8561-5816513818e9.jpg?v=1732190650",""
"Lvs40319","Must Have Jacket","57090962800400","1","Beige","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/1_44c63a8a-ef6d-48a5-9946-e14ec4d922ba.jpg?v=1727699561",""
"Lvs40319","Cool Cut Cropped Jacket","57590964517900","1","Turqoise","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/4_f8243e4c-498e-4e4b-a41e-b08d787a1379.jpg?v=1730303827",""
"Lvs40330","Easy Opened Wrap Scarf","10413098612497","1","Grey","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/4_c78e1ccb-7453-46f1-ba8f-316e4cce7ad5.jpg?v=1729682507",""
"Lvs40330","No Thread Underscarf with Tie-Back","10022323121400","1","Navy","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/1_2c33ae67-42a2-44ba-97b0-baef5caa7fa6.jpg?v=1728404039",""
"Lvs40330","Kuwaiti Basic Scarf","10413097512498","1","WheatBeige","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/6_57b8265a-2fec-4700-ba18-97409e111cb9.jpg?v=1730385427",""
"Lvs40330","Kuwaiti Basic Scarf","10011030975004","1","OatBeige","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/8_63b63937-83dc-4c12-8fec-e745d93dd41d.jpg?v=1728766050",""
"Lvs40330","Easy Opened Wrap Scarf","10413098623197","1","PowderPink","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/8_d87429fe-fe72-4914-8270-0555f114b827.jpg?v=1729682522",""
"Lvs40330","Sleeveless Vest","10433333000100","1","Free size / White","https://cdn.shopify.com/s/files/1/0852/8484/7908/products/4vIe1od9sPk86kGDROlHRqmPSWNYDWGiJcWsFdpD_39ffd424-dabc-45fd-ad40-f9cf526c6c7b.jpg?v=1706294238",""
"Lvs40330","Sleeveless Vest","10033333000200","1","Free size / OffWhite","https://cdn.shopify.com/s/files/1/0852/8484/7908/products/wolVTHxElWSTxpJMyHR30b0TFUwMKkfkDV3SShAY_5d8adcc9-13d5-4edf-9e16-4a96896500eb.jpg?v=1706294238",""
"Lvs40330","Pumped Sleeves","10055250700200","1","Free size / OffWhite","https://cdn.shopify.com/s/files/1/0852/8484/7908/products/grRvWrzKtoiFLbdFlowIW0Nz0dmg5oNv5rfRx8MY_ec9b3630-0ad3-48d9-a78e-c2123154e043.jpg?v=1706293520",""
"Lvs40330","Rock Stone Scarf","60011011121700","1","12","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/1_7f8d492a-8654-4d8e-83b4-53fc58f252a3.jpg?v=1724054945",""
"Lvs40330","Galaxy Chiffon Scarf","10411001014935","1","","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/2_641674f1-cfa4-43d5-bcba-7f5452c5dd3d.jpg?v=1710678998",""
"Lvs40330","Floret Chiffon Scarf","10011001014517","1","2","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/5_478c47a5-5844-4b62-a5e4-ff79e28b3199.jpg?v=1722326072",""
"Lvs40330","Vintage Chiffon Scarf","10411001016067","1","4","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/9_9cb0a144-a872-43f6-b1cc-946c1baa3dab.jpg?v=1723379213",""
"Lvs40330","Light Gradient Cotton Scarf","60011010212156 (2)","1","30","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/30_b5089f3c-cdb0-4514-9a86-c3f3b4b18f72.jpg?v=1723979055",""
"Lvs40330","Pleasant Chiffon Scarf","10411001016437","1","","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/1_ed62f783-eef4-468a-85fb-f098ead3dbab.jpg?v=1725266950",""
"Lvs40330","Eye Catching Chiffon Scarf","10411001016826","1","","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/105.jpg?v=1727106662",""
"Lvs40330","No Thread Underscarf with Tie-Back","10022323112100","1","ChannelGrey","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/1_2c33ae67-42a2-44ba-97b0-baef5caa7fa6.jpg?v=1728404039",""
"Lvs40330","No Thread Underscarf with Tie-Back","10022323121700","1","Black","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/12_98af5df0-c1b9-4699-b107-de8b5bdee678.jpg?v=1728404053",""
"Lvs40330","No Thread Underscarf with Tie-Back","10422323126000","1","Latte","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/15_94cb3728-6ede-4ad5-86a1-bc83f9463cd6.jpg?v=1728404053",""
"Lvs40330","No Thread Underscarf with Tie-Back","10422323100200","1","Offwhite","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/14_d609a4c3-68bb-49e0-9b4b-e26666bd2758.jpg?v=1728404040",""
"Lvs40330","No Thread Underscarf with Tie-Back","10022323100100","1","White","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/1_2c33ae67-42a2-44ba-97b0-baef5caa7fa6.jpg?v=1728404039",""
"Lvs40332","Lined Chiffon Scarf","10411001016083","1","2","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/51_0058b1c6-acd9-4011-91f3-95d0a875c04d.jpg?v=1723462385",""
"Lvs40332","Charming Chiffon Scarf","10411001015795","1","2","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/11_bc24f59d-e88e-4a8a-a61a-8a7ccc74d186.jpg?v=1723365826",""
"Lvs40332","Inspired Chiffon Scarf","10411001015800","1","2","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/23_01783f68-6545-4300-96fd-8df7638d29a5.jpg?v=1723368122",""
"Lvs40332","Flowery Chiffon Scarf","10411001016235","1","","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/36_c7edc9c6-5732-40c3-a3fc-c196e932e04a.jpg?v=1727095988",""
"Lvs40332","Joyfully Chiffon Scarf","10411001015804","1","1","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/65_adf0121d-d2d5-442a-a92a-4e828c20e3f1.jpg?v=1723373751",""
"Lvs40334","Basic Lycra Pack Scarf","10011030969002","1","OffWhite","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/2_b0eddee9-0501-4b47-8e2d-8e588f6eaccb.jpg?v=1723637564",""
"Lvs40334","Puffy Sleeves Sweatshirt","10090367512600","1","Free Size / 6","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/6_20406704-763e-4814-aa0c-d6382fdc3549.jpg?v=1727792804",""
"Lvs40335","Cozy Cotton Scarf","10011030950132","1","Lead","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/27_e188f0a0-7dab-4a99-98cc-1894728930ca.jpg?v=1728837285",""
"Lvs40335","Cozy Cotton Scarf","10011030950114","1","Laurel Green","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/3_44a098c6-8a58-4e77-b21a-f35eae400fd8.jpg?v=1728837230",""
"Lvs40335","Cozy Cotton Scarf","10011030950221","1","Chocolate","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/46_93218ff2-2951-41ec-9e47-489bff86e29d.jpg?v=1728837290",""
"Lvs40335","Tulip Turkish Clips","60444040100200","1","Offwhite","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/1_547fa4d1-b96e-4e52-9d3f-f54c9b99ef8e.jpg?v=1717325958",""
"Lvs40335","Essential Shawl","60577011917300","1","25","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/15_7c5d0a6d-3d74-4867-9ec3-3ef429afe134.jpg?v=1729690703",""
"Lvs40335","Cozy Cotton Scarf","10011030950217","2","Black","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/3_44a098c6-8a58-4e77-b21a-f35eae400fd8.jpg?v=1728837230",""
"Lvs40337","No Thread Underscarf","10022323000200","1","Offwhite","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/2_0c5047aa-aae1-45b5-a7c4-d9ce64719c78.jpg?v=1728308716",""
"Lvs40337","Fluffy Shirt","17590440200200","1","","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/1_067623ef-3ece-4d63-ac1d-667cc4b64356.jpg?v=1731924014",""
"Lvs40337","Brown Zebra Chiffon Scarf","10412055439398","1","","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/6_643d1a87-635b-4e2f-959e-a05c6736181a.jpg?v=1730908973",""
"Lvs40337","Whisper Short Tassels Shawl","60077074159063","1","Red","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/4_da8e8442-bd3c-446f-ad87-0f15deb98fe5.jpg?v=1729514244",""
"Lvs40338","Sleeveless Breathable Top","17499464221740","1","Black / L/XL","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/3_87433ef8-a486-454f-a12d-2e32d0dbb3e4.jpg?v=1719150425",""
"Lvs40338","No Thread Underscarf with Tie-Back","10022323100100","1","White","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/1_2c33ae67-42a2-44ba-97b0-baef5caa7fa6.jpg?v=1728404039",""
"Lvs40338","Twilight Embroidered Linen Scarf","10413099321798","1","","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/6_1abbc97b-0eb4-45d9-b245-49af8e471b07.jpg?v=1731097863",""
"Lvs40338","Washed Linen Satin Scarf","10413090101298","1","6","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/2_942ef8cb-e7f5-4a19-b928-40293927cd91.jpg?v=1728812461",""
"Lvs40339","Cozy Cotton Scarf","10011030950199","1","Steel Blue","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/41_7d91e68c-b5df-479c-b483-da2b417787d2.jpg?v=1728837272",""
"Lvs40339","No Thread Underscarf","10022323000200","3","Offwhite","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/2_0c5047aa-aae1-45b5-a7c4-d9ce64719c78.jpg?v=1728308716",""
"Lvs40339","Cozy Cotton Scarf","10011030950002","1","Offwhite","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/3_44a098c6-8a58-4e77-b21a-f35eae400fd8.jpg?v=1728837230",""
"Lvs40339","Easy Opened Wrap Scarf","10413098612497","1","Grey","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/4_c78e1ccb-7453-46f1-ba8f-316e4cce7ad5.jpg?v=1729682507",""
"Lvs40339","Easy Opened Wrap Scarf","10413098623197","1","PowderPink","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/8_d87429fe-fe72-4914-8270-0555f114b827.jpg?v=1729682522",""
