"Order Number ","Product Name"," Item SKU ","Variation ID"," Product Status ","Qty ","Variant","Product Image"
"14516","Printed Satin Pants","14499565702720","15028336853284","warehouse","1","1 / S/M","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/1_82cfd012-b77f-46bf-8790-7bc3f5bc3648.jpg?v=1719412192"
"14619","Comfy Shirt","10099353621700","15031350165796","shortage","1","Black / Free Size","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/10_43ba7004-4e1e-452c-9169-6471f59770f4.jpg?v=1712332859"
"14632","Classic Chiffon Scarf","10411001013391","15031713595684","shortage","1","","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/10_53059131-dfd9-4959-9c82-6bdfb9ef7513.jpg?v=1720605733"
"14632","Brilliant Chiffon Scarf","10011001015082","15031713628452","shortage","1","1","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/20_2ff3332c-af6d-46fe-8e43-6a10c1bdf9eb.jpg?v=1717417143"
"14632","Printed Satin Pants","14499565762240","15031713792292","shortage","1","2 / L/XL","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/2_54f55a3f-b30d-40a1-8bc7-86b3b0ad0f7d.jpg?v=1719412195"
"14632","Linen Pleats Blouse","16499767018800","15031713825060","shortage","1","Lavender / Free size","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/1_9f1d8909-174d-4445-aece-62aa916a1419.jpg?v=1715278491"
"14689","Butterfly Shirt","15499767204800","15035131724068","shortage","1","HotPink / Free size","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/6_00cb315c-e126-4576-b0a2-ac3360532d69.jpg?v=1716985882"
"14741","Modal Cotton Scarf","10011030957125","15036728836388","shortage","1","Grey","https://cdn.shopify.com/s/files/1/0852/8484/7908/products/pOofaDWSUHMylW0xoOViZzG6F4QwohXqReX1fwlA_aecd8ca8-f3b5-4d23-891f-ef7f4e2379d7.jpg?v=1706297480"
"14741","No Thread Underscarf","10022323001400","15036728869156","shortage","1","BuffBeige","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/U8prXxKwbKBZVx9pJSvn8EWxoihadkMcjNuWnsDo_1c77e8d0-bff1-4165-8f3f-17193da5575f.jpg?v=1719499273"
"14741","No Thread Underscarf","10022323012700","15036728901924","shortage","1","ElephantGray","https://cdn.shopify.com/s/files/1/0852/8484/7908/products/d6Z2NkLkSmFQT0cP6MzyJfyLfPobi0Gp0aT26plZ_7f36207f-2ec7-4442-b0c4-bf3df0724047.jpg?v=1719499398"
"14900","Everyday Linen Pants","14499555421720","15050917576996","shortage","1","Black / S/M","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/3_4b5b1d1b-71de-41b1-bdaa-6e0fa277d9d5.jpg?v=1717074375"
"14901","Everyday Linen Pants","14499555421740","15050950803748","shortage","1","Black / L/XL","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/3_4b5b1d1b-71de-41b1-bdaa-6e0fa277d9d5.jpg?v=1717074375"
"14908","Everyday Linen Pants","14499555421740","15052104335652","shortage","1","Black / L/XL","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/3_4b5b1d1b-71de-41b1-bdaa-6e0fa277d9d5.jpg?v=1717074375"
"14916","Everyday Linen Pants","14499555421720","15052485263652","shortage","1","Black / S/M","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/3_4b5b1d1b-71de-41b1-bdaa-6e0fa277d9d5.jpg?v=1717074375"
"14918","Everyday Linen Pants","14499555421740","15052501844260","shortage","1","Black / L/XL","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/3_4b5b1d1b-71de-41b1-bdaa-6e0fa277d9d5.jpg?v=1717074375"
"14923","Everyday Linen Pants","14499555421720","15052976455972","shortage","1","Black / S/M","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/3_4b5b1d1b-71de-41b1-bdaa-6e0fa277d9d5.jpg?v=1717074375"
"14933","Everyday Linen Pants","14499555421720","15054028276004","shortage","1","Black / S/M","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/3_4b5b1d1b-71de-41b1-bdaa-6e0fa277d9d5.jpg?v=1717074375"
"15003","Cotton Crinkle Modal","10011030959113","15061177008420","shortage","1","Cafe","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/1_471874b2-5ef1-4a99-9879-2250c42c3cc2.jpg?v=1716216052"
"15003","Cotton Crinkle Modal","10011030959297","15061177073956","shortage","2","Bisque","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/12_d6a50785-8702-46e6-ab20-4379220ae348.jpg?v=1716215990"
"15052","Everyday Linen Pants","14499555421720","15071403573540","shortage","1","Black / S/M","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/3_4b5b1d1b-71de-41b1-bdaa-6e0fa277d9d5.jpg?v=1717074375"
"15116","Chemise Collar","10055050100200","15074761998628","shortage","1","Free size / OffWhite","https://cdn.shopify.com/s/files/1/0852/8484/7908/products/xfQp0QKKxufYxdyStQ7VzqA1JLxnVR8pSmUXyBfd_e9210cd3-78bb-4fa7-8720-930e143f34af.jpg?v=1706293567"
"15131","Chemise Collar","10055050100200","15076080550180","shortage","1","Free size / OffWhite","https://cdn.shopify.com/s/files/1/0852/8484/7908/products/xfQp0QKKxufYxdyStQ7VzqA1JLxnVR8pSmUXyBfd_e9210cd3-78bb-4fa7-8720-930e143f34af.jpg?v=1706293567"
"15131","Printed Satin Pants","23499595860140","15076080648484","shortage","1","7 / L/XL","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/23499595860120.jpg?v=1719683339"
"15147","Linen Pleats Blouse","16499767018800","15078844924196","shortage","1","Lavender / Free size","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/1_9f1d8909-174d-4445-aece-62aa916a1419.jpg?v=1715278491"
"15148","Printed Gradient Scarf","60011010313015","15078986580260","shortage","1","8","https://cdn.shopify.com/s/files/1/0852/8484/7908/products/z94XkGDlcNQQ6CQDNuylhfImSleGP4EoZD39yTAs_ad80b680-d7d5-4da2-a868-bbdadb69dccd.jpg?v=1706296190"
"15148","Hazy Viscose Isdal","57466060136415","15078986613028","shortage","2","Free size","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/1_47ee60b7-8c4e-4e6a-a335-bf72bf4261b1.jpg?v=1711880808"
"15150","Signs Kimono","47499666200200","15079447560484","warehouse","1","Free size","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/1_bc8de99e-000f-4cfe-989a-50e5cdf645e2.jpg?v=1712393298"
"15150","Dots Lycra Scarf","10011030805230","15079447626020","warehouse","1","CrepePink","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/3_1437c88f-b1de-4011-89cb-d89bacad9287.jpg?v=1720012806"
"15150","Glowy Soft Cotton Scarf","60011031151504","15079447658788","warehouse","1","Olive","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/1_6ea8ff60-96fd-4c13-80cd-f27d57ea04ea.jpg?v=1713260052"
"15223","Luxury Linen Scarf","10411030981012","15093156774180","shortage","1","Olive","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/7_11aec33a-2b7a-4179-8472-ff85e244ac32.jpg?v=1716393457"
"15223","Luxury Linen Scarf","10411030981127","15093156806948","shortage","1","Silver","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/16_9cc999f9-41cd-4d65-8e1d-7a61c8616018.jpg?v=1716393445"
"15223","Luxury Linen Scarf","10411030981198","15093156839716","shortage","1","DarkGrey","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/17_f4607fb8-0de0-46ea-a821-2c8912a6cb7f.jpg?v=1716393454"
"15239","Everyday Linen Pants","14499555425820","15094755328292","factory","1","Beige / S/M","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/1_eb9d510f-cb32-485c-8273-d6be12daeb8b.jpg?v=1717074376"
"15239","Everyday Linen Pants","14499555404820","15094755361060","factory","1","HotPink / S/M","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/2_f438470a-1a32-4755-bbf9-6c8065099319.jpg?v=1717074366"
"15289","Everyday Linen Pants","14499555421740","15099359625508","factory","1","Black / L/XL","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/3_4b5b1d1b-71de-41b1-bdaa-6e0fa277d9d5.jpg?v=1717074375"
"15303","Everyday Linen Pants","14499555421740","15100934193444","factory","1","Black / L/XL","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/3_4b5b1d1b-71de-41b1-bdaa-6e0fa277d9d5.jpg?v=1717074375"
"15353","Cotton Lycra Multiway Turban","59022525341004","15112332640548","shortage","1","PowderPink","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/1_97e37570-2c61-4210-9bb0-6e86c85db8b6.jpg?v=1713094187"
"15361","Dress Extension","10055350600100","15113426141476","shortage","1","Free size / White","https://cdn.shopify.com/s/files/1/0852/8484/7908/products/Y5lwFS9KgeV6H5sIpHmj6lr1v2ShDsuhhGgIZKnn_3ef30282-b43b-48b5-abc9-f2ba33243538.jpg?v=1706293552"
"15363","Plain Pure Scarf (Small Size)","10011020022153","15113520382244","shortage","1","DarkGreen","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/7_6b9a176d-c35e-4932-94f0-51c5c71c9763.jpg?v=1719400769"
"15363","Plain Pure Scarf (Small Size)","10011020022115","15113520480548","shortage","1","Cafe","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/3_05af09f1-b642-4f4f-b00a-b853b07d7123.jpg?v=1719400760"
"15372","Basic Oversized Shirt","13499359300100","15113861923108","shortage","1","Free size","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/1_3a8bd888-420f-4e57-aefc-f66c6979e6c1.jpg?v=1715158262"
"15372","Hooded Oversized Shirt","10099393802304","15113861955876","shortage","1","LimeGreen","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/8_f124f819-6b10-4339-bf99-92dbd07e7dd1.jpg?v=1712224232"
"15372","Essential Shirt","57499353300200","15113862021412","shortage","1","Offwhite / Free size","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/6_617a0ab0-c2d7-440f-8ae1-5429aa4d63ac.jpg?v=1715284449"
"15372","Hooded Oversized Shirt","10099393816304","15113862086948","shortage","1","Cashmere","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/2_89e9701e-344c-478f-95bc-fde200ec1d70.jpg?v=1716818002"
"15380","Breathable Sleeveless Dress","18499262200240","15115039867172","shortage","1","Offwhite / L/XL","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/5_836e83bd-b0f5-4061-9c0f-a5b507d2053c.jpg?v=1717493312"
"15380","Breathable Sleeveless Dress","18499262221740","15115039899940","shortage","1","Black / L/XL","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/3_300439ac-778a-4634-8090-a9df3178d601.jpg?v=1717493357"
"15380","Basic Oversized Shirt","13499359300100","15115039932708","shortage","1","Free size","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/1_3a8bd888-420f-4e57-aefc-f66c6979e6c1.jpg?v=1715158262"
"15380","Linen Chemise","47499363200200","15115039998244","shortage","1","Free size","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/1_92569c1e-e237-43d0-990e-eb58ae646c28.jpg?v=1712351272"
"15380","Dress Extension","10055350600200","15115040096548","warehouse","1","Free size / OffWhite","https://cdn.shopify.com/s/files/1/0852/8484/7908/products/MKwRjVGYbm4x1dQssvnX5WPZYeGvMDw6JrbmUp4A_038596a5-5b93-4b33-bcbe-01bceb4a9a0b.webp?v=1706293552"
"15380","Jakkar Linen Scarf","10011030967096","15115040194852","shortage","1","RosyBrown","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/13_afac64d9-2b6b-47cf-99d1-307148acbe70.jpg?v=1713086547"
"15380","Comfy Cargo Pants","57090561622900","15115040325924","shortage","1","Free size / Cafe","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/FSRLFXC9F6uiDKs1WT4sBZZT7a4myRjy22Nw1wrQ.jpg?v=1706715255"
"15380","Comfy Shirt","10099353621700","15115040686372","shortage","1","Black / Free Size","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/10_43ba7004-4e1e-452c-9169-6471f59770f4.jpg?v=1712332859"
"15380","Dress Extension","10055350621700","15115040751908","warehouse","1","Free size / Black","https://cdn.shopify.com/s/files/1/0852/8484/7908/products/WnQg4zbZvSxZdXDcGFndpTKlHPy61v1ScOkslyqp_e3ee87ae-05a9-40a7-9dbb-783304da99fc.jpg?v=1706293552"
"15387","Ripped Denim Jacket","45090969018303","15115675828516","shortage","1","Free size","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/fj.jpg?v=1717072658"
"15387","Yura Basic Dress","57499262121700","15115675926820","shortage","1","Black / Free size","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/7_f05b3fe0-1783-40b1-b85c-f1baa6c24278.jpg?v=1717081351"
"15635","Cotton Kuwaiti Underscarf without Tie-Back","10022323701200","15152211820836","shortage","1","Bisque","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/PSJSOVp0B5yfQv3byr87xIp59Lxzvh0eVG1lpA4n.jpg?v=1713082312"
"15635","Opulent Linen Scarf","10011030978114","15152211853604","shortage","1","BuffBeige","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/11_0a5e8490-836d-4ae7-8546-0bab1669f119.jpg?v=1711889055"
