"Product Name"," Item SKU ","Variation ID"," Product Status ","Qty ","Variant","Product Image"
"Must Have Kimono","57499656403000","14911128469796","warehouse","1","Cashmere / Free size","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/7_d0f40eae-d738-49ab-815f-16b50fc02260.jpg?v=1715194378"
"Lined Lycra Scarf","10011030810229","14911143313700","warehouse","1","SmokeyGrey / Cotton Lycra / 200 x 65 cm","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/13.png?v=1715848984"
"Comfy Shirt","10099353600100","14912040567076","warehouse","1","White / Free Size","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/14_088d62d4-207e-4497-8706-20ccf0fe47e5.jpg?v=1712332839"
"Midnight Bloom Scarf","10011001015245","14911144853796","warehouse","1","1","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/22_6cd0f88b-5068-417a-8b17-7f7a1924fbd1.jpg?v=1717418125"
"Plain Pure Scarf (Small Size)","10011020022031","14911144886564","warehouse","1","200 X 50 Cm / GreyishPink / Chiffon","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/10011020022031.jpg?v=1716467035"
"Shine Turkish Clips","0002-01-63","14911144952100","warehouse","1","LightGrey","https://cdn.shopify.com/s/files/1/0852/8484/7908/products/iq4MJ9tXQ0SOe0r0MUDeahwqmWOI5uHBS5U4nKrU_bf5ac3fa-a447-4561-837b-379651f85758.jpg?v=1706293771"
"Chemise Sleeves Basic Undershirt","10033030000230","14912311296292","warehouse","1","Medium / OffWhite","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/4_7836ea87-c7d3-4c5b-b25c-dba943fb6f06.jpg?v=1716821094"
"Basic Skirt","57499565417200","14912035193124","warehouse","1","Olive / Free size","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/8_4caf6959-c28f-40f6-a380-df6f1ebbbf74.jpg?v=1716980731"
"Plain Pure Scarf (Small Size)","10011020022142","14912035324196","warehouse","1","MintGreen","https://cdn.shopify.com/s/files/1/0852/8484/7908/products/xr1QDUisHd46DMoFyH5wwcrSiFfq1dSHOwGoNlys_c823eab7-88c1-445c-88d1-7a1a2bef0adc.jpg?v=1706296757"
"Full Neck Underscarf","10022424321700","14911161008420","warehouse","2","Black","https://cdn.shopify.com/s/files/1/0852/8484/7908/products/Ml3WLr7maLFFLYPuWqQDjMlufGXrCIdnZuWiF0Zo_a5817de2-975e-4f98-b238-64103c7fed1a.jpg?v=1706794797"
"Essential Shirt","57499353323100","14912029917476","warehouse","1","Cafe / Free size","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/11_4bb6b374-1d58-4186-a3e5-831e9afe2ce8.jpg?v=1715284468"
"Petal Chiffon Scarf","10011001015235","14911709937956","warehouse","1","","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/6_e6fdcc13-96df-456c-98c0-f481c93517d5.jpg?v=1717406375"
"Leopard Lycra Scarf","10011030803217","14911183749412","warehouse","1","Black","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/1_80a7903b-5475-468c-a2b3-5c3a08cbcec9.jpg?v=1716901361"
"Dots Lycra Scarf","10011030805127","14911183782180","warehouse","1","One Size / Lilac / Lycra","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/7SDoZ9JOERMknWwbBew3Jn7Y6RD5epRZ3azlaSWz.jpg?v=1711223416"
"Dots Lycra Scarf","10011030805125","14911183814948","warehouse","1","One Size / BoneBeige / Lycra","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/BPYyAJgeZzHN2x1kiZdvPEVnUumLIJ0D69krkKeE.jpg?v=1711223416"
