"Order Number ","Product Name"," Item SKU ","Qty ","Variant","Product Image"," Price"
"Lvs46938","Holes Winter Shawl","60577071600400","1","Beige","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/24_80828d1e-305f-4647-bb03-5edf9a530723.jpg?v=1734617482",""
"Lvs47425","Fitted Easy Go Shirt","16599495000120","1","White / S/M","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/1_02449c70-7bbb-4840-b7db-62079d7d1a38.jpg?v=1733405181",""
"Lvs47426","Long Ribbed Pullover","10590166000200","1","Offwhite / Free Size","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/18_68bd7343-b3a0-485d-a861-275797e5300e.jpg?v=1727276553",""
"Lvs47427","Sparkle Satin Chiffon Scarf","10412004221798","1","Black","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/10412004221798.jpg?v=1726479178",""
"Lvs47427","Ready Wrap Chiffon Magnetic Scarf","10412005421795","1","Black","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/4_24033621-6414-447f-a114-27f12953e73b.jpg?v=1734272259",""
"Lvs47427","Comfort Kuwaiti Lycra Scarf","10413083221798","1","Black","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/2_ab49e38e-4e9b-4dfc-9a22-0a8538c7f0cd.jpg?v=1732527649",""
"Lvs47428","Full Chemise Cotton Body","10033434021740","2","Large / Black","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/4_8225cabf-4052-42fe-9bab-2080d5dc7182.jpg?v=1716818697",""
"Lvs47429","No Thread Underscarf","10422323000100","1","White","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/1_d014db4d-01de-44a2-9e22-8a0af62d4bbc.jpg?v=1728308638",""
"Lvs47429","Vital Shirt","17499459908540","1","Yellow / L/XL","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/17499459908520.jpg?v=1718267650",""
"Lvs47429","Pleated Collar Extension","10055050921700","1","Free size / Black","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/1_4b11c736-63c1-4231-af0e-d2d64f284995.jpg?v=1721738128",""
"Lvs47430","Lale Chiffon Scarf","10411001016641","1","","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/60_ec0fda43-74c5-4f8d-9db7-f269bd4cc4ee.jpg?v=1727101652",""
"Lvs47430","Leopard Satin Chiffon Scarf","10412060052098","1","2","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/2_927c7731-eaf3-4560-ba60-984b227d2601.jpg?v=1733141090",""
"Lvs47430","Leopard Luxe Chiffon Scarf","10411001000509","1","","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/3_7ddcc4aa-ac47-4de9-808a-80eaf792fa7c.jpg?v=1735472860",""
"Lvs47430","Serenity Lycra Scarf","10413082000298","1","Offwhite","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/1_757bc0de-563a-4460-88e6-eadb1512d66c.jpg?v=1732959047",""
"Lvs47430","Girly Chiffon Square Scarf","10011120030003","1","Bisque","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/3_bd0410ed-4792-45fb-a9f9-3e14336e8633.jpg?v=1728810852",""
"Lvs47430","No Thread Underscarf","26422323021400","1","Navy","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/18_050724fc-5082-4060-93a7-31b237b05c6e.jpg?v=1728308729",""
"Lvs47430","No Thread Underscarf","10422323000100","1","White","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/1_d014db4d-01de-44a2-9e22-8a0af62d4bbc.jpg?v=1728308638",""
"Lvs47432","Plain Viscose Isdal","57466016120900","1","Blue / Free size","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/ree.jpg?v=1728564595",""
"Lvs47432","Plain Isdal 14 Years","10566016103084","1","Cashmere","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/4_a19b4312-d18f-457f-80ec-16d227eb053a.jpg?v=1735827846",""
"Lvs47432","Printed Isdal 8 Years","10566013674278","1","12","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/12_9183e0f4-560e-44af-a660-0335ff08330a.jpg?v=1735832593",""
"Lvs47433","Chill Wrap Coat","57590964109600","1","Camel / Free Size","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/1_2d4b4e78-a9e4-45c5-8f05-99a4434c964f.jpg?v=1735215688",""
"Lvs47434","Striped Kuwaiti Scarf","10413095309698","1","Camel","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/4_e1d5bdbc-6b87-4f1b-a903-200a57756673.jpg?v=1734271217",""
"Lvs47434","Striped Kuwaiti Scarf","10413095318398","1","Turqoise","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/5_345769b9-423e-47ad-871f-a80008b59d37.jpg?v=1734271217",""
"Lvs47434","No Thread Underscarf with Tie-Back","10422323100500","1","Plaster","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/1_200328a6-c992-4366-91e6-c70d31fef5e9.jpg?v=1730220090",""
"Lvs47434","Gift Box","10488686152024","1","","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/1_9e24c3a0-076a-4f81-9ba9-66e7260ac454.jpg?v=1713908587",""
"Lvs47435","Chill Wrap Coat","57590964109600","1","Camel / Free Size","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/1_2d4b4e78-a9e4-45c5-8f05-99a4434c964f.jpg?v=1735215688",""
"Lvs47436","High Neck Pullover","16590330531400","1","","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/1_09b20e52-7980-45ae-bfa8-2018acc3fb35.jpg?v=1734452504",""
"Lvs47437","Cozy Cotton Scarf","10011030950003","1","Bisque","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/3_44a098c6-8a58-4e77-b21a-f35eae400fd8.jpg?v=1728837230",""
"Lvs47437","Cozy Cotton Scarf","10011030950053","1","Fire Orange","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/11_f5aa4b83-0d8d-4ffe-ae1c-24f2a8c85118.jpg?v=1728837236",""
"Lvs47437","Vital Chiffon Scarf (Big Size)","10011020023048","1","Punch","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/21_055088e5-0be6-4911-bd0e-e00d17e9f46a.jpg?v=1731514105",""
"Lvs47437","Cozy Cotton Scarf","10011030950023","1","Rose","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/9_bdf9d178-93cd-4d6f-9cb8-bf0d89a5fd16.jpg?v=1728837228",""
"Lvs47438","Plain Cotton Lycra Scarf","10011030951012","1","Latte","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/5_c66f123c-02ec-4c76-a399-ddf7ca23ca81.jpg?v=1724748934",""
"Lvs47438","Plain Cotton Lycra Scarf","10413095100998","1","Plaster","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/2_c73bb7cc-653b-41b2-bd46-d77018e2eebe.jpg?v=1730387687",""
"Lvs47438","Plain Cotton Lycra Scarf","10413095101498","1","BlushPink","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/4_5bfab011-88fc-4cdd-a3eb-2176934af35a.jpg?v=1730387689",""
