"Product Name"," Item SKU ","Variation ID"," Product Status ","Qty ","Variant","Product Image"
"Printed Satin Pants","14499565762240","14932868366628","warehouse","1","2 / L/XL","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/14499565762220.jpg?v=1718277018"
"Comfy Shirt","16499453618800","14931227869476","warehouse","1","Lilac / Free Size","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/3_c83e9f0c-f70e-4276-8ed1-406bf5b19faa.jpg?v=1712332870"
"Comfy Shirt","16499453606300","14931227902244","warehouse","1","Red / Free Size","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/8_149404f6-21f9-4331-9d2a-10c659a93489.jpg?v=1712332877"
"Everyday Linen Satin","10011030971218","14937990431012","warehouse","1","Mocha","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/23_9252dfdd-1719-49d3-8bd5-a9e092b19b2c.jpg?v=1718287547"
"Everyday Linen Satin","10011030971005","14937990529316","warehouse","1","TanBeige","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/7_0687fddc-26cd-4cd9-a512-ee1b88760a63.jpg?v=1718287548"
"Body Sleeveless Normal Neck","10033434500130","14937990594852","warehouse","1","Medium / White","https://cdn.shopify.com/s/files/1/0852/8484/7908/products/Dhlo7VKNCLiSmhvK663RNU7SqFd7Cpe0XFGBUrMK_4f6bfc10-7e32-4cfc-b175-f2bcf6eb31a5.jpg?v=1706294189"
"Mermaid Full Burkini","10099159230240","14938065961252","warehouse","1","4 / L/XL","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/2_be7c3e66-61c8-40a6-9050-cd1d27148bd3.jpg?v=1718111923"
"Fringy Cotton Shirt","57499464304800","14938112327972","warehouse","1","Fuschia / Free size","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/3_830c4a4f-9384-4beb-8c60-6524a298ef71.jpg?v=1717953064"
"Yura Basic Dress","57499262127900","14938142736676","warehouse","1","Green / Free size","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/4_900c1d0c-0738-41dd-a79f-a9abef281711.jpg?v=1717081378"
"Essential Shirt","57499353304800","14938143097124","warehouse","1","HotPink / Free size","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/1_dd8d1dba-1c2c-46bf-94c2-63821aecd88f.jpg?v=1715284467"
"Sleeves Printed Modest Burkini","17499169661140","14938144440612","warehouse","1","2 / L/XL","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/4_dd3ad940-931f-4474-9e93-8c8c1ed0d06d.jpg?v=1717763373"
"Printed Satin Pants","14499565762340","14938150404388","warehouse","1","3 / L/XL","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/14499565762320.jpg?v=1718277011"
"Hooded Oversized Shirt","10099393804904","14938150437156","warehouse","1","Orange","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/5_851e6677-89e8-42be-8fb9-1444552213d9.jpg?v=1712224231"
"Everyday Linen Satin","10011030971011","14938207650084","warehouse","1","Caramel","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/8_bea31b2a-c07c-4f99-8cac-7b605de98fc2.jpg?v=1718287505"
"Opulent Linen Scarf","10011030978029","14938207682852","warehouse","1","LightPink","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/10_04eb924f-08e5-4082-a136-427ee68b4df3.jpg?v=1711889049"
"Classy Linen Scarf","10011030979262","14938207715620","warehouse","1","PalePeach","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/10_4b04d8bb-15d9-495b-b72b-e0693a0eae53.jpg?v=1714211941"
"Brilliant Chiffon Scarf","10011001015083","14938247758116","warehouse","1","2","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/21_554c7832-5356-4713-b3db-2c8619e0d51a.jpg?v=1717417144"
"Plain Viscose Isdal","57066060161143","14938256310564","warehouse","1","Petrol / Free size","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/5_646cecf7-7435-4398-962e-29417f7d59ab.jpg?v=1718105950"
"Comfy Shirt","10099353621700","14938257522980","warehouse","1","Black / Free Size","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/10_43ba7004-4e1e-452c-9169-6471f59770f4.jpg?v=1712332859"
"Workaday Shirt","10099489400400","14938288423204","warehouse","2","Beige / Free size","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/1_e9bfd2a4-772d-4e43-802f-ab3bb68d0459.jpg?v=1716897696"
"Everyday Linen Satin","10011030971113","14938289275172","warehouse","1","SaddleBrown","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/16_7aef7a9c-a289-48d8-9d7a-a8d615e439e0.jpg?v=1718287606"
"Luxury Linen Scarf","10411030981219","14938291700004","warehouse","1","ChocolateBrown","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/2_6b0203ec-1a5a-410e-a195-0a9d77201f6c.jpg?v=1716393467"
"Luxury Linen Scarf","10411030981231","14938293371172","warehouse","1","BuffBeige","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/3_3d9556d5-b4c4-4ede-8ae7-702a59bb6e58.jpg?v=1716393473"
"Linen Pleats Blouse","57499767021700","14938314309924","warehouse","1","Black / Free size","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/5_b406f6c3-bf62-45f0-84b8-70fb75713f4b.jpg?v=1715278487"
"Portable Skirt","10088484142217","14938317783332","warehouse","1","Black / Free size","https://cdn.shopify.com/s/files/1/0852/8484/7908/products/5_107e2a63-29a7-423a-aa02-00fbda57a6c2.jpg?v=1709746348"
"Silver Turkish Clips","0002-01-37","14938317848868","warehouse","1","2","https://cdn.shopify.com/s/files/1/0852/8484/7908/products/Ag0zOz0gSOCpNquFhYZH5CByD81382uARP71wvrr_39dddb7f-c866-46d1-b8ec-85eed4956257.jpg?v=1706293732"
"Everyday Linen Pants","14499555425820","14938319552804","warehouse","1","Beige / S/M","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/1_eb9d510f-cb32-485c-8273-d6be12daeb8b.jpg?v=1717074376"
